City Name,Country Name,Country Official Name,Country Code,Target Lat,Target Long,Grid Lat,Grid Long,Actual Lat,Actual Long,In Target Grid Area,Temp,Humidity,Cloudiness,Wind Speed,Wind Direction,Weather Description,Weather Icon URL
Mitsamiouli,Comoros,Union of the Comoros,KM,-10.07833727091596,44.52027104962585,-13.0,44.0,-11.38,43.28,True,84.2,79.0,75.0,4.7,110.0,broken clouds,http://openweathermap.org/img/w/04d.png
Ambilobe,Madagascar,Republic of Madagascar,MG,-13.860112117432838,49.18069128744677,-13.0,51.0,-13.19,49.05,True,79.08,87.0,64.0,8.97,99.501,broken clouds,http://openweathermap.org/img/w/04n.png
Cap Malheureux,Mauritius,Republic of Mauritius,MU,-15.732383441718213,58.36319952774695,-13.0,58.0,-19.98,57.61,False,80.6,83.0,40.0,9.17,110.0,shower rain,http://openweathermap.org/img/w/09n.png
Grand Gaube,Mauritius,Republic of Mauritius,MU,-12.865457093897358,66.99643630067902,-13.0,65.0,-20.01,57.66,False,80.6,83.0,40.0,9.17,110.0,shower rain,http://openweathermap.org/img/w/09n.png
Labuhan,Indonesia,Republic of Indonesia,ID,-13.31761216670589,99.37750371702694,-13.0,100.0,-2.54,115.51,False,71.83,98.0,92.0,1.81,197.501,moderate rain,http://openweathermap.org/img/w/10n.png
Boyolangu,Indonesia,Republic of Indonesia,ID,-11.502746213713994,111.83416167375772,-13.0,114.0,-8.09,111.9,True,69.81,98.0,88.0,2.59,105.501,moderate rain,http://openweathermap.org/img/w/10n.png
Kupang,Indonesia,Republic of Indonesia,ID,-11.09029735466236,122.66693596069723,-13.0,121.0,-10.16,123.6,True,77.0,94.0,75.0,1.12,290.0,broken clouds,http://openweathermap.org/img/w/04n.png
Port Keats,Australia,Australia,AU,-12.454927777196296,127.61180166944308,-13.0,128.0,-14.25,129.55,True,84.16,91.0,80.0,15.01,305.501,broken clouds,http://openweathermap.org/img/w/04n.png
Daru,Papua New Guinea,Independent State of Papua New Guinea,PG,-10.174191184093983,142.54375154287717,-13.0,142.0,-9.07,143.21,True,85.11,81.0,64.0,27.98,288.001,broken clouds,http://openweathermap.org/img/w/04n.png
Samarai,Papua New Guinea,Independent State of Papua New Guinea,PG,-13.96292845703177,148.91271160864252,-13.0,149.0,-10.62,150.67,True,84.61,100.0,88.0,9.64,354.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Gizo,Solomon Islands,Solomon Islands,SB,-9.790902978228392,154.02328800409379,-13.0,156.0,-8.1,156.84,True,80.25,100.0,92.0,9.98,252.501,light rain,http://openweathermap.org/img/w/10n.png
Kirakira,Solomon Islands,Solomon Islands,SB,-10.34690584878886,162.99713609633454,-13.0,163.0,-10.46,161.92,True,81.46,100.0,80.0,13.0,232.501,broken clouds,http://openweathermap.org/img/w/04n.png
Sola,Vanuatu,Republic of Vanuatu,VU,-12.612309568331622,167.20379486491933,-13.0,170.0,-13.88,167.55,True,81.69,95.0,64.0,10.65,145.001,broken clouds,http://openweathermap.org/img/w/04n.png
Pimentel,Peru,Republic of Peru,PE,-7.948362692666017,-82.15709801895851,-6.0,-82.0,-6.84,-79.94,True,78.8,69.0,0.0,11.41,190.0,clear sky,http://openweathermap.org/img/w/01d.png
Moyobamba,Peru,Republic of Peru,PE,-5.821511065845478,-76.71138945350371,-6.0,-75.0,-6.03,-76.97,True,77.5,76.0,44.0,2.93,253.001,scattered clouds,http://openweathermap.org/img/w/03d.png
Sao Paulo De Olivenca,Brazil,Federative Republic of Brazil,BR,-4.073351678193793,-69.17880114636355,-6.0,-68.0,-3.38,-68.87,True,81.15,84.0,88.0,3.94,67.001,overcast clouds,http://openweathermap.org/img/w/04d.png
Jacareacanga,Brazil,Federative Republic of Brazil,BR,-8.029270857904406,-58.1839163509003,-6.0,-61.0,-6.22,-57.76,True,86.0,89.0,40.0,2.24,200.0,scattered clouds,http://openweathermap.org/img/w/03d.png
Sao Felix Do Xingu,Brazil,Federative Republic of Brazil,BR,-7.11525321477938,-52.900086385139474,-6.0,-54.0,-6.64,-51.99,True,82.86,82.0,44.0,2.71,9.00104,scattered clouds,http://openweathermap.org/img/w/03d.png
Pitimbu,Brazil,Federative Republic of Brazil,BR,-7.820317251514595,-29.846616480723526,-6.0,-33.0,-7.47,-34.81,False,78.8,94.0,75.0,12.75,100.0,broken clouds,http://openweathermap.org/img/w/04d.png
Omboue,Gabon,Gabonese Republic,GA,-6.500744413147016,-0.0611118706419016,-6.0,2.0,-1.57,9.26,False,76.06,100.0,92.0,4.16,98.501,moderate rain,http://openweathermap.org/img/w/10d.png
Mayumba,Gabon,Gabonese Republic,GA,-5.653421772232659,8.866830039726501,-6.0,9.0,-3.44,10.65,True,74.13,100.0,92.0,7.74,0.0010376,heavy intensity rain,http://openweathermap.org/img/w/10d.png
Mbanza-Ngungu,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",CD,-5.9383138686914885,15.758084853943155,-6.0,16.0,-5.25,14.87,True,77.37,90.0,64.0,5.06,0.501038,moderate rain,http://openweathermap.org/img/w/10d.png
Kamina,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",CD,-7.99624486486387,25.004330510965037,-6.0,23.0,-8.74,25.0,True,81.91,77.0,32.0,4.61,50.501,light rain,http://openweathermap.org/img/w/10d.png
Moba,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",CD,-7.685234938425579,29.939634665907334,-6.0,30.0,-7.04,29.77,True,79.66,66.0,0.0,1.36,43.001,clear sky,http://openweathermap.org/img/w/01d.png
Itigi,"Tanzania, United Republic of",United Republic of Tanzania,TZ,-5.735441970655101,34.65564119004287,-6.0,37.0,-5.7,34.5,True,85.96,31.0,44.0,8.97,84.001,light rain,http://openweathermap.org/img/w/10d.png
Victoria,Seychelles,Republic of Seychelles,SC,-3.4627761138841775,48.95857349663775,-6.0,51.0,-4.62,55.45,False,78.8,94.0,90.0,4.7,240.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Hambantota,Sri Lanka,Democratic Socialist Republic of Sri Lanka,LK,-2.5763732192193807,86.82679532571153,-6.0,86.0,6.12,81.12,False,77.0,88.0,20.0,13.87,40.0,few clouds,http://openweathermap.org/img/w/02n.png
Padang,Indonesia,Republic of Indonesia,ID,-2.568201304882807,96.14743906646662,-6.0,93.0,-0.92,100.36,False,77.0,94.0,40.0,3.36,330.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Sungaipenuh,Indonesia,Republic of Indonesia,ID,-3.610266235877771,100.2701917783265,-6.0,100.0,-2.08,101.38,True,67.83,94.0,80.0,1.14,254.501,light rain,http://openweathermap.org/img/w/10n.png
Dukuhturi,Indonesia,Republic of Indonesia,ID,-6.883051233555553,108.83979691639902,-6.0,107.0,-7.24,109.01,True,70.71,98.0,76.0,2.26,78.001,broken clouds,http://openweathermap.org/img/w/04n.png
Sumenep,Indonesia,Republic of Indonesia,ID,-6.360995752453137,114.09563185416953,-6.0,114.0,-7.02,113.87,True,75.43,100.0,92.0,7.18,224.001,moderate rain,http://openweathermap.org/img/w/10n.png
Galesong,Indonesia,Republic of Indonesia,ID,-6.590273311851963,118.55726634114068,-6.0,121.0,-5.32,119.37,True,77.0,100.0,20.0,1.12,210.0,few clouds,http://openweathermap.org/img/w/02n.png
Tual,Indonesia,Republic of Indonesia,ID,-7.985952869973581,134.18838874318223,-6.0,135.0,-5.67,132.75,True,85.96,95.0,24.0,15.46,288.501,few clouds,http://openweathermap.org/img/w/02n.png
Wewak,Papua New Guinea,Independent State of Papua New Guinea,PG,-2.6035158781501364,144.47107500626547,-6.0,142.0,-3.55,143.63,True,80.56,81.0,48.0,7.18,307.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Kerema,Papua New Guinea,Independent State of Papua New Guinea,PG,-8.011171994184942,145.8828537695716,-6.0,149.0,-7.96,145.78,True,74.94,88.0,36.0,3.15,322.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Kieta,Papua New Guinea,Independent State of Papua New Guinea,PG,-6.101779752773973,157.85461036064817,-6.0,156.0,-6.22,155.63,True,78.54,100.0,80.0,12.88,345.001,light rain,http://openweathermap.org/img/w/10n.png
Auki,Solomon Islands,Solomon Islands,SB,-7.228563365771091,163.4335613301805,-6.0,163.0,-8.77,160.7,True,78.72,100.0,64.0,5.61,230.001,broken clouds,http://openweathermap.org/img/w/04n.png
Hilo,United States,United States of America,US,2.462313657831997,-157.64697088670263,1.0,-159.0,19.71,-155.08,False,68.0,93.0,90.0,6.93,250.0,overcast clouds,http://openweathermap.org/img/w/04n.png
San Patricio,Mexico,United Mexican States,MX,0.5411932465441014,-118.12934110641125,1.0,-117.0,19.22,-104.7,False,71.6,73.0,90.0,4.61,43.001,overcast clouds,http://openweathermap.org/img/w/04d.png
Puerto Baquerizo Moreno,Ecuador,Republic of Ecuador,EC,4.3143621660759015,-88.33807486622541,1.0,-89.0,-0.9,-89.6,False,78.8,78.0,75.0,12.33,122.501,broken clouds,http://openweathermap.org/img/w/04d.png
Muisne,Ecuador,Republic of Ecuador,EC,2.9441392589466826,-82.68027967304748,1.0,-82.0,0.61,-80.02,True,82.4,83.0,75.0,3.36,200.0,broken clouds,http://openweathermap.org/img/w/04d.png
Puerto Leguizamo,Colombia,Republic of Colombia,CO,0.4663506907458901,-74.52639746712462,1.0,-75.0,-0.19,-74.78,True,84.25,77.0,48.0,0.69,5.00104,scattered clouds,http://openweathermap.org/img/w/03d.png
Miraflores,Colombia,Republic of Colombia,CO,0.03921733888193524,-71.46278389148907,1.0,-68.0,5.2,-73.14,False,64.18,48.0,0.0,2.48,141.001,clear sky,http://openweathermap.org/img/w/01d.png
Boa Vista,Brazil,Federative Republic of Brazil,BR,4.270598175016872,-62.46319560696834,1.0,-61.0,2.82,-60.67,True,89.6,40.0,20.0,18.34,100.0,few clouds,http://openweathermap.org/img/w/02d.png
Oriximina,Brazil,Federative Republic of Brazil,BR,-0.2220068181994712,-56.54611966532118,1.0,-54.0,-1.77,-55.87,True,82.32,84.0,12.0,3.38,80.501,few clouds,http://openweathermap.org/img/w/02d.png
Amapa,Brazil,Federative Republic of Brazil,BR,2.7358996799000828,-49.97652332846704,1.0,-47.0,-1.83,-56.23,False,83.58,82.0,12.0,3.38,78.501,few clouds,http://openweathermap.org/img/w/02d.png
Jardim,Brazil,Federative Republic of Brazil,BR,-0.33277289541681565,-36.690496274383854,1.0,-40.0,-21.48,-56.15,False,86.19,81.0,32.0,7.74,348.001,scattered clouds,http://openweathermap.org/img/w/03d.png
Touros,Brazil,Federative Republic of Brazil,BR,3.1188835220571516,-31.20245037396841,1.0,-33.0,-5.2,-35.46,False,89.6,55.0,20.0,20.8,150.0,few clouds,http://openweathermap.org/img/w/02d.png
Harper,Liberia,Republic of Liberia,LR,-1.3252645359021802,-9.029791633404507,1.0,-12.0,4.38,-7.71,False,79.75,100.0,24.0,6.29,193.001,few clouds,http://openweathermap.org/img/w/02d.png
Sassandra,Côte d'Ivoire,Republic of Côte d'Ivoire,CI,2.1564566548212847,-5.334496976600125,1.0,-5.0,4.95,-6.09,True,81.24,100.0,0.0,7.96,178.501,clear sky,http://openweathermap.org/img/w/01d.png
Takoradi,Ghana,Republic of Ghana,GH,-0.6666340641084689,0.7808538768390862,1.0,2.0,4.89,-1.75,False,87.18,87.0,0.0,9.42,132.001,clear sky,http://openweathermap.org/img/w/01d.png
Booue,Gabon,Gabonese Republic,GA,-0.39515116666980354,11.590408635342987,1.0,9.0,-0.09,11.94,True,80.38,86.0,8.0,3.15,271.501,clear sky,http://openweathermap.org/img/w/02d.png
Mbandaka,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",CD,-0.287699382579929,17.706190041907007,1.0,16.0,0.05,18.26,True,82.77,88.0,24.0,2.71,144.501,light rain,http://openweathermap.org/img/w/10d.png
Bondo,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",CD,3.352581081941736,23.99668575068995,1.0,23.0,3.81,23.69,True,85.11,58.0,20.0,2.15,87.001,few clouds,http://openweathermap.org/img/w/02d.png
Moyo,Uganda,Republic of Uganda,UG,4.057923968546385,32.04471257027894,1.0,30.0,3.66,31.72,True,83.58,55.0,56.0,3.94,50.001,light rain,http://openweathermap.org/img/w/10d.png
Lodwar,Kenya,Republic of Kenya,KE,4.296444684027582,35.15002328916881,1.0,37.0,3.12,35.6,True,85.96,38.0,0.0,10.2,102.501,clear sky,http://openweathermap.org/img/w/01n.png
Wajir,Kenya,Republic of Kenya,KE,0.9113379743281067,40.58020682840772,1.0,44.0,1.75,40.07,True,92.08,32.0,0.0,5.28,77.001,clear sky,http://openweathermap.org/img/w/01n.png
Matara,Sri Lanka,Democratic Socialist Republic of Sri Lanka,LK,1.6932416888851796,80.19947124629613,1.0,79.0,5.95,80.54,False,79.75,93.0,68.0,4.61,202.501,broken clouds,http://openweathermap.org/img/w/04n.png
Meulaboh,Indonesia,Republic of Indonesia,ID,1.8319290315338836,90.79681907791554,1.0,93.0,4.14,96.13,False,79.98,100.0,76.0,4.05,101.501,light rain,http://openweathermap.org/img/w/10n.png
Langsa,Indonesia,Republic of Indonesia,ID,4.351729828690451,97.3312220729035,1.0,100.0,4.47,97.97,True,67.92,98.0,24.0,2.15,236.001,few clouds,http://openweathermap.org/img/w/02n.png
Sungairaya,Indonesia,Republic of Indonesia,ID,0.9353175242207943,108.20771257560138,1.0,107.0,0.7,108.9,True,78.18,93.0,80.0,4.16,273.501,light rain,http://openweathermap.org/img/w/10n.png
Kapit,Malaysia,Malaysia,MY,1.6338364147075621,114.58639121194422,1.0,114.0,2.02,112.94,True,72.15,99.0,48.0,1.48,137.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Luwuk,Indonesia,Republic of Indonesia,ID,-1.0531325615977636,122.50447174730633,1.0,121.0,-0.95,122.79,True,80.97,91.0,64.0,2.82,345.501,broken clouds,http://openweathermap.org/img/w/04n.png
Sorong,Indonesia,Republic of Indonesia,ID,3.014656385071711,130.9432573131765,1.0,128.0,-0.86,131.25,False,80.56,100.0,64.0,6.62,26.001,moderate rain,http://openweathermap.org/img/w/10n.png
Biak,Indonesia,Republic of Indonesia,ID,1.3443523168723992,138.32274972344257,1.0,135.0,-0.91,122.88,False,80.97,91.0,64.0,2.82,345.501,broken clouds,http://openweathermap.org/img/w/04n.png
Vanimo,Papua New Guinea,Independent State of Papua New Guinea,PG,0.16518039837877962,142.47733041864052,1.0,142.0,-2.67,141.3,True,82.95,100.0,24.0,18.37,310.001,few clouds,http://openweathermap.org/img/w/02n.png
Kavieng,Papua New Guinea,Independent State of Papua New Guinea,PG,1.4531353212142206,152.40148459872194,1.0,149.0,-2.57,150.8,False,80.25,100.0,64.0,11.43,322.501,light rain,http://openweathermap.org/img/w/10n.png
Namatanai,Papua New Guinea,Independent State of Papua New Guinea,PG,3.2105360700683994,158.50982856870587,1.0,156.0,-3.66,152.44,False,77.41,100.0,92.0,8.08,307.001,moderate rain,http://openweathermap.org/img/w/10n.png
Butaritari,Kiribati,Republic of Kiribati,KI,3.0975549402348026,161.8784495895538,1.0,163.0,3.07,172.79,False,82.14,100.0,88.0,19.37,27.501,moderate rain,http://openweathermap.org/img/w/10n.png
Kapaa,United States,United States of America,US,10.368982273774439,-170.4854645522607,8.0,-173.0,22.08,-159.32,False,70.61,76.0,90.0,14.99,70.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Makakilo City,United States,United States of America,US,5.756317300853299,-165.42637708880744,8.0,-166.0,21.35,-158.09,False,73.4,84.0,20.0,3.36,40.0,shower rain,http://openweathermap.org/img/w/09n.png
Cabo San Lucas,Mexico,United Mexican States,MX,8.66841004914957,-124.73627198152668,8.0,-124.0,22.89,-109.91,False,56.26,58.0,90.0,6.93,310.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Ixtapa,Mexico,United Mexican States,MX,6.630341819721156,-107.40362797757896,8.0,-110.0,20.71,-105.21,False,62.6,100.0,75.0,3.6,112.001,broken clouds,http://openweathermap.org/img/w/04d.png
Acapulco,Mexico,United Mexican States,MX,8.520696338451565,-103.43935665923208,8.0,-103.0,16.86,-99.88,False,77.0,53.0,5.0,10.29,320.0,clear sky,http://openweathermap.org/img/w/02d.png
Champerico,Guatemala,Republic of Guatemala,GT,6.608337466995932,-95.74030430223144,8.0,-96.0,14.3,-91.92,False,80.6,61.0,0.0,4.16,74.001,clear sky,http://openweathermap.org/img/w/01d.png
Santa Cruz,Costa Rica,Republic of Costa Rica,CR,8.271264604049593,-87.19310339022908,8.0,-89.0,10.26,-85.58,True,87.8,45.0,0.0,25.28,70.0,clear sky,http://openweathermap.org/img/w/01d.png
Quepos,Costa Rica,Republic of Costa Rica,CR,8.310385445372376,-84.77312957476671,8.0,-82.0,9.43,-84.16,True,73.42,64.0,20.0,12.75,110.0,few clouds,http://openweathermap.org/img/w/02d.png
Rionegro,Colombia,Republic of Colombia,CO,7.27104189477481,-73.1566686181327,8.0,-75.0,6.15,-75.37,True,73.58,43.0,0.0,6.93,170.0,clear sky,http://openweathermap.org/img/w/01d.png
San Carlos,"Venezuela, Bolivarian Republic of",Bolivarian Republic of Venezuela,VE,9.018732498976103,-68.26500722860007,8.0,-68.0,9.66,-68.59,True,86.1,56.0,0.0,5.73,66.001,clear sky,http://openweathermap.org/img/w/01d.png
Ciudad Guayana,"Venezuela, Bolivarian Republic of",Bolivarian Republic of Venezuela,VE,8.59999328446167,-62.4306764584568,8.0,-61.0,8.32,-62.69,True,77.68,88.0,24.0,6.96,66.501,light rain,http://openweathermap.org/img/w/10d.png
Iracoubo,French Guiana,French Guiana,GF,11.388901938737447,-51.24561861428664,8.0,-54.0,5.48,-53.21,False,85.15,62.0,12.0,5.17,38.001,few clouds,http://openweathermap.org/img/w/02d.png
Cayenne,French Guiana,French Guiana,GF,8.676754338453339,-46.52355128490861,8.0,-47.0,4.94,-52.33,False,84.2,70.0,75.0,10.29,30.0,broken clouds,http://openweathermap.org/img/w/04d.png
Itarema,Brazil,Federative Republic of Brazil,BR,9.608788945729042,-38.230963499034345,8.0,-40.0,-2.92,-39.92,False,81.69,96.0,48.0,11.21,75.501,light rain,http://openweathermap.org/img/w/10d.png
Praia,Cabo Verde,Republic of Cabo Verde,CV,10.970846531809105,-23.926933681820596,8.0,-26.0,14.92,-23.51,False,84.2,37.0,0.0,16.11,50.0,clear sky,http://openweathermap.org/img/w/01d.png
Bubaque,Guinea-Bissau,Republic of Guinea-Bissau,GW,8.86232316933495,-18.006071095377315,8.0,-19.0,11.28,-15.83,True,86.37,82.0,12.0,4.72,96.501,few clouds,http://openweathermap.org/img/w/02d.png
Koindu,Sierra Leone,Republic of Sierra Leone,SL,7.826562746970641,-10.333662401631297,8.0,-12.0,8.22,-10.76,True,93.7,29.0,0.0,10.09,79.001,clear sky,http://openweathermap.org/img/w/01d.png
Oume,Côte d'Ivoire,Republic of Côte d'Ivoire,CI,6.265739534820042,-5.682702096770334,8.0,-5.0,6.38,-5.42,True,91.63,45.0,0.0,7.74,69.001,clear sky,http://openweathermap.org/img/w/01d.png
Savelugu,Ghana,Republic of Ghana,GH,9.983346474656656,-0.8281962004516483,8.0,2.0,9.63,-0.83,True,96.54,18.0,0.0,11.54,69.001,clear sky,http://openweathermap.org/img/w/01d.png
Lere,Nigeria,Federal Republic of Nigeria,NG,10.715529188524647,9.068681578613884,8.0,9.0,10.39,8.57,True,84.43,28.0,0.0,14.0,64.501,clear sky,http://openweathermap.org/img/w/01d.png
Guider,Cameroon,Republic of Cameroon,CM,10.19468911816226,13.807271298616655,8.0,16.0,9.93,13.94,True,86.0,16.0,0.0,11.41,10.0,clear sky,http://openweathermap.org/img/w/01d.png
Bangassou,Central African Republic,Central African Republic,CF,5.176888624270475,22.978036156043856,8.0,23.0,4.74,22.82,True,90.15,43.0,20.0,4.61,90.001,few clouds,http://openweathermap.org/img/w/02d.png
Moyale,Ethiopia,Federal Democratic Republic of Ethiopia,ET,4.671400100505917,40.17480407572396,8.0,37.0,3.52,39.05,True,82.63,29.0,0.0,6.96,88.501,clear sky,http://openweathermap.org/img/w/01n.png
Hargeysa,Somalia,Federal Republic of Somalia,SO,7.911364065438085,44.205344483415715,8.0,44.0,9.56,44.06,True,69.54,43.0,0.0,6.06,29.001,clear sky,http://openweathermap.org/img/w/01n.png
Eyl,Somalia,Federal Republic of Somalia,SO,7.988806071049657,50.42844949136956,8.0,51.0,7.98,49.82,True,76.56,100.0,88.0,20.04,40.001,light rain,http://openweathermap.org/img/w/10n.png
Bandarbeyla,Somalia,Federal Republic of Somalia,SO,8.123477804682079,55.035964530276,8.0,58.0,9.49,50.81,False,77.73,99.0,88.0,23.51,32.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Ugoofaaru,Maldives,Republic of Maldives,MV,5.093233595199413,66.67873834679557,8.0,65.0,5.67,73.0,False,83.85,98.0,44.0,15.35,63.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Kavaratti,India,Republic of India,IN,11.189310732907986,73.8986364153125,8.0,72.0,10.57,72.64,True,83.67,100.0,0.0,6.06,47.501,clear sky,http://openweathermap.org/img/w/01n.png
Nagapattinam,India,Republic of India,IN,10.888481791681574,80.35477749454473,8.0,79.0,10.76,79.84,True,74.13,68.0,0.0,11.77,41.501,clear sky,http://openweathermap.org/img/w/01n.png
Kalmunai,Sri Lanka,Democratic Socialist Republic of Sri Lanka,LK,9.150962418525449,87.18263260755442,8.0,86.0,7.42,81.82,False,75.39,83.0,44.0,9.08,6.00104,scattered clouds,http://openweathermap.org/img/w/03n.png
Sabang,Indonesia,Republic of Indonesia,ID,8.369162234917308,95.76107690354655,8.0,93.0,1.17,120.82,False,83.31,99.0,56.0,10.65,74.501,broken clouds,http://openweathermap.org/img/w/04n.png
Nibong Tebal,Malaysia,Malaysia,MY,5.229920118524643,100.48957807347831,8.0,100.0,5.17,100.48,True,81.48,74.0,75.0,5.82,10.0,broken clouds,http://openweathermap.org/img/w/04n.png
Vung Tau,Viet Nam,Socialist Republic of Viet Nam,VN,7.37761488540966,109.1010472947697,8.0,107.0,10.35,107.08,True,81.69,87.0,88.0,22.5,17.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Kota Kinabalu,Malaysia,Malaysia,MY,6.526386559418209,115.42606685571714,8.0,114.0,5.98,116.07,True,82.4,83.0,75.0,8.05,200.0,broken clouds,http://openweathermap.org/img/w/04n.png
Becerril,Philippines,Republic of the Philippines,PH,9.68351284975192,123.44808386693471,8.0,121.0,9.65,123.43,True,82.4,74.0,40.0,11.41,40.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Sarangani,Philippines,Republic of the Philippines,PH,4.947562044760737,124.63516470845191,8.0,128.0,5.4,125.46,True,82.32,100.0,44.0,22.28,61.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Lorengau,Papua New Guinea,Independent State of Papua New Guinea,PG,8.70833615387522,147.62699984541163,8.0,149.0,-2.02,147.27,False,82.86,100.0,92.0,15.79,319.001,overcast clouds,http://openweathermap.org/img/w/04n.png
Constitucion,Mexico,United Mexican States,MX,13.161185088468473,-125.58282668989463,15.0,-124.0,23.99,-104.67,False,33.8,59.0,90.0,4.27,168.001,overcast clouds,http://openweathermap.org/img/w/04d.png
Coahuayana,Mexico,United Mexican States,MX,14.377803134507825,-105.48978756722929,15.0,-103.0,18.62,-100.35,False,66.12,61.0,0.0,1.92,41.001,clear sky,http://openweathermap.org/img/w/01d.png
Tres Picos,Mexico,United Mexican States,MX,15.966180666280636,-93.546870723039,15.0,-96.0,16.23,-93.58,True,71.65,78.0,8.0,3.38,38.001,clear sky,http://openweathermap.org/img/w/02d.png
Siuna,Nicaragua,Republic of Nicaragua,NI,13.408539751033087,-85.00715558017892,15.0,-82.0,13.73,-84.78,True,73.0,98.0,92.0,3.38,37.501,light rain,http://openweathermap.org/img/w/10d.png
Puerto Colombia,Colombia,Republic of Colombia,CO,12.05782891394872,-75.73105199378415,15.0,-75.0,10.99,-74.96,True,84.2,62.0,0.0,10.29,10.0,clear sky,http://openweathermap.org/img/w/01d.png
Oranjestad,Aruba,Aruba,AW,13.999585173417671,-71.45897788484274,15.0,-68.0,12.52,-70.03,True,82.4,61.0,20.0,28.86,100.0,few clouds,http://openweathermap.org/img/w/02d.png
Bathsheba,Barbados,Barbados,BB,15.810525747239264,-56.73327826743138,15.0,-54.0,13.22,-59.52,True,82.4,61.0,20.0,20.8,70.0,few clouds,http://openweathermap.org/img/w/02d.png
Ponta Do Sol,Cabo Verde,Republic of Cabo Verde,CV,17.153838149008866,-41.17971223609921,15.0,-40.0,17.2,-25.09,False,80.6,47.0,0.0,16.11,50.0,clear sky,http://openweathermap.org/img/w/01d.png
Pombas,Cabo Verde,Republic of Cabo Verde,CV,18.061929985312887,-24.27344847738546,15.0,-26.0,17.15,-25.02,True,80.6,47.0,0.0,16.11,50.0,clear sky,http://openweathermap.org/img/w/01d.png
Kita,Mali,Republic of Mali,ML,13.936954995832814,-9.596306583473972,15.0,-12.0,13.04,-9.49,True,89.38,28.0,68.0,14.34,75.501,broken clouds,http://openweathermap.org/img/w/04d.png
Mopti,Mali,Republic of Mali,ML,15.27127236395283,-4.116519770764139,15.0,-5.0,14.49,-4.19,True,91.4,13.0,0.0,13.87,60.0,clear sky,http://openweathermap.org/img/w/01d.png
Gao,Mali,Republic of Mali,ML,18.297964181381094,-1.135605549862794,15.0,2.0,16.28,-0.04,True,81.55,22.0,92.0,12.88,57.501,overcast clouds,http://openweathermap.org/img/w/04d.png
Tanout,Niger,Republic of the Niger,NE,15.510292639329432,9.35602418117546,15.0,9.0,14.97,8.88,True,77.95,28.0,0.0,13.78,61.501,clear sky,http://openweathermap.org/img/w/01d.png
Adre,Chad,Republic of Chad,TD,13.507130580632692,21.63845630208411,15.0,23.0,13.47,22.2,True,89.52,20.0,0.0,4.72,270.001,clear sky,http://openweathermap.org/img/w/01d.png
Korem,Ethiopia,Federal Democratic Republic of Ethiopia,ET,12.949782509678286,40.218032396002414,15.0,37.0,12.51,39.52,True,65.35,32.0,0.0,2.71,130.501,clear sky,http://openweathermap.org/img/w/01n.png
Bajil,Yemen,Republic of Yemen,YE,14.944696167222554,43.779684586373996,15.0,44.0,15.06,43.29,True,82.23,48.0,0.0,5.61,202.501,clear sky,http://openweathermap.org/img/w/01n.png
Salalah,Oman,Sultanate of Oman,OM,12.092350438483233,57.763373354747564,15.0,58.0,17.01,54.1,False,77.0,65.0,40.0,8.05,120.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Mangrol,India,Republic of India,IN,16.02777700075748,65.17631263539492,15.0,65.0,25.33,76.51,False,55.5,67.0,0.0,3.38,43.001,clear sky,http://openweathermap.org/img/w/01n.png
Razole,India,Republic of India,IN,15.372328000288947,82.28134730864137,15.0,79.0,16.48,81.84,True,76.51,100.0,0.0,10.65,85.001,clear sky,http://openweathermap.org/img/w/01n.png
Yarada,India,Republic of India,IN,15.370468613735902,86.24030482640542,15.0,86.0,17.65,83.27,True,64.4,72.0,0.0,2.24,,haze,http://openweathermap.org/img/w/50n.png
Pyapon,Myanmar,Republic of Myanmar,MM,14.19897578387717,95.5453050092992,15.0,93.0,16.29,95.68,True,75.84,86.0,24.0,1.14,190.001,few clouds,http://openweathermap.org/img/w/02n.png
Mae Ramat,Thailand,Kingdom of Thailand,TH,17.18714590073222,98.02105148889966,15.0,100.0,16.98,98.52,True,66.7,85.0,0.0,2.15,44.501,clear sky,http://openweathermap.org/img/w/01n.png
Quang Ngai,Viet Nam,Socialist Republic of Viet Nam,VN,15.693760024528387,109.55000289126019,15.0,107.0,15.12,108.8,True,63.69,98.0,92.0,6.62,345.001,moderate rain,http://openweathermap.org/img/w/10n.png
